Date,Time,Spill (Mm³),QualityCode
1982-10-22,23:59:59,12.770,200
1982-11-26,23:59:59,17.099,200
1983-02-18,23:59:59,7.815,200
1983-08-19,23:59:59,11.776,200
1983-11-26,23:59:59,15.171,200
1986-01-17,23:59:59,23.753,200
1986-03-14,23:59:59,3.725,200
1986-03-24,23:59:59,9.919,200
1986-05-24,23:59:59,5.524,200
1986-09-18,23:59:59,14.752,200
1988-06-11,23:59:59,11.290,200
1988-07-14,23:59:59,12.769,200
1988-08-06,23:59:59,16.630,200
1988-12-25,23:59:59,7.849,200
1989-01-15,23:59:59,23.820,200
1991-04-24,23:59:59,7.298,200
1991-05-08,23:59:59,11.419,200
1991-07-03,23:59:59,9.630,200
1992-05-11,23:59:59,13.600,200
1993-09-21,23:59:59,6.438,200
1995-01-18,23:59:59,10.348,200
1995-05-22,23:59:59,21.731,200
1995-06-06,23:59:59,21.809,200
1995-11-22,23:59:59,22.958,200
1995-12-11,23:59:59,17.711,200
1996-01-22,23:59:59,18.887,200
1996-07-22,23:59:59,12.139,200
1999-06-21,23:59:59,19.711,200
1999-07-30,23:59:59,9.973,200
1999-10-27,23:59:59,19.299,200
2000-02-02,23:59:59,19.787,200
2000-06-11,23:59:59,13.826,200
2000-06-26,23:59:59,13.790,200
2000-07-13,23:59:59,12.504,200
2000-12-09,23:59:59,14.154,200
2001-01-13,23:59:59,11.624,200
2005-09-24,23:59:59,7.440,200
2007-05-01,23:59:59,7.511,200
2007-05-31,23:59:59,14.254,200
2008-02-10,23:59:59,12.610,200
2008-03-23,23:59:59,9.681,200
2009-03-20,23:59:59,7.464,200
2009-10-27,23:59:59,24.373,200
2010-02-11,23:59:59,17.439,200
2010-07-05,23:59:59,19.861,200
2011-03-18,23:59:59,13.587,200
2011-09-27,23:59:59,17.872,200
