Date,Time,Spill (Mm³),QualityCode
1999-12-24,23:59:59,23.887,200
2001-07-04,23:59:59,27.900,200
2002-09-09,23:59:59,29.244,200
2004-01-10,23:59:59,24.964,200
2006-07-01,23:59:59,15.668,200
2007-09-12,23:59:59,29.839,200
2009-03-13,23:59:59,11.697,200
2009-07-16,23:59:59,11.130,200
2010-07-25,23:59:59,10.731,200
2011-01-30,23:59:59,23.141,200
2011-05-05,23:59:59,15.650,200
2012-02-29,23:59:59,12.839,200
2012-07-26,23:59:59,22.916,200
2012-11-21,23:59:59,27.511,200
2013-04-18,23:59:59,10.622,200
2013-05-27,23:59:59,17.472,200
2014-07-03,23:59:59,23.693,200
2015-05-31,23:59:59,31.875,200
2017-06-22,23:59:59,12.554,200
2017-06-30,23:59:59,12.889,200
2017-11-01,23:59:59,23.778,200
2017-12-24,23:59:59,15.376,200
2018-07-31,23:59:59,32.530,200
2018-10-18,23:59:59,27.758,200
2019-02-15,23:59:59,19.917,200
2019-03-11,23:59:59,23.866,200
2019-10-10,23:59:59,21.842,200
2019-11-23,23:59:59,54.558,200
2020-07-07,23:59:59,19.577,200
2020-12-28,23:59:59,21.694,200
2021-06-04,23:59:59,25.251,200
2021-08-17,23:59:59,32.227,200
2021-09-02,23:59:59,35.643,200
2022-01-28,23:59:59,11.504,200
2023-06-22,23:59:59,28.953,200
2023-10-01,23:59:59,52.231,200
2024-02-17,23:59:59,28.013,200
2024-03-23,23:59:59,21.810,200
2024-07-18,23:59:59,15.769,200
1980-09-22,23:59:59,45.920,200
1981-02-26,23:59:59,26.013,200
1982-05-22,23:59:59,16.237,200
1982-09-13,23:59:59,25.314,200
1982-11-02,23:59:59,31.278,200
1983-07-27,23:59:59,17.520,200
1983-08-20,23:59:59,23.481,200
1983-12-19,23:59:59,31.313,200
1984-02-02,23:59:59,56.972,200
1984-09-24,23:59:59,34.013,200
1985-02-07,23:59:59,40.610,200
1986-04-09,23:59:59,12.065,200
1986-10-29,23:59:59,25.756,200
1987-08-16,23:59:59,27.897,200
1988-01-17,23:59:59,18.829,200
1988-06-11,23:59:59,18.364,200
1990-05-02,23:59:59,25.938,200
1990-06-11,23:59:59,24.674,200
1990-07-04,23:59:59,34.261,200
1990-08-12,23:59:59,26.132,200
1991-04-26,23:59:59,18.603,200
1991-07-25,23:59:59,6.070,200
1992-08-11,23:59:59,24.657,200
1993-04-13,23:59:59,15.322,200
1993-11-30,23:59:59,21.282,200
1994-01-16,23:59:59,27.863,200
1994-04-15,23:59:59,22.343,200
1996-06-30,23:59:59,17.568,200
1997-04-28,23:59:59,30.547,200
1997-10-11,23:59:59,25.160,200
