Date,Time,Spill (Mm³),QualityCode
1998-04-01,23:59:59,4.304,200
1998-09-02,23:59:59,6.455,200
1999-02-22,23:59:59,6.037,200
1999-06-18,23:59:59,11.026,200
2000-02-02,23:59:59,0.837,200
2000-06-01,23:59:59,15.926,200
2000-06-16,23:59:59,11.134,200
2001-08-25,23:59:59,8.049,200
2002-02-13,23:59:59,0.889,200
2002-07-24,23:59:59,14.466,200
2002-10-11,23:59:59,0.798,200
2005-07-04,23:59:59,17.100,200
2005-08-11,23:59:59,2.126,200
2005-09-06,23:59:59,1.028,200
2006-10-16,23:59:59,1.223,200
2007-09-01,23:59:59,9.061,200
2007-10-31,23:59:59,1.724,200
2007-11-28,23:59:59,1.218,200
2008-01-29,23:59:59,1.088,200
2008-03-29,23:59:59,6.715,200
2008-04-26,23:59:59,4.086,200
2008-05-03,23:59:59,8.365,200
2008-06-10,23:59:59,15.615,200
2009-04-08,23:59:59,1.622,200
2010-02-14,23:59:59,5.757,200
2010-02-15,23:59:59,5.757,200
