TimePeriod,Variable,Scenario,Sector,Unit,Value
2039,Total ICPs,Growth,Commercial,Number,6419
2039,Total ICPs,Growth,Industrial,Number,4713
2039,Total ICPs,Growth,Residential,Number,184772
2039,Total ICPs,Innovation,Commercial,Number,7226
2039,Total ICPs,Innovation,Industrial,Number,5312
2039,Total ICPs,Innovation,Residential,Number,233390
2039,Total ICPs,Reference,Commercial,Number,5697
2039,Total ICPs,Reference,Industrial,Number,4178
2039,Total ICPs,Reference,Residential,Number,164153
2039,Total capacity,Constraint,Commercial,MW,104.167
2039,Total capacity,Constraint,Industrial,MW,100.969
2039,Total capacity,Constraint,Residential,MW,613.5701
2039,Total capacity,Environmental,Commercial,MW,158.251
2039,Total capacity,Environmental,Industrial,MW,140.374
2039,Total capacity,Environmental,Residential,MW,1109.6914
2039,Total capacity,Growth,Commercial,MW,140.602
2039,Total capacity,Growth,Industrial,MW,125.729
2039,Total capacity,Growth,Residential,MW,878.3044
2039,Total capacity,Innovation,Commercial,MW,158.251
2039,Total capacity,Innovation,Industrial,MW,140.374
2039,Total capacity,Innovation,Residential,MW,1109.6914
2039,Total capacity,Reference,Commercial,MW,124.809
2039,Total capacity,Reference,Industrial,MW,112.639
2039,Total capacity,Reference,Residential,MW,780.1735
2040,Annual generation from new connections,Constraint,Commercial,MWh,76943.63519999999
2040,Annual generation from new connections,Constraint,Industrial,MWh,63262.311
2040,Annual generation from new connections,Constraint,Residential,MWh,478450.6797
2040,Annual generation from new connections,Environmental,Commercial,MWh,153644.6622
2040,Annual generation from new connections,Environmental,Industrial,MWh,118770.051
2040,Annual generation from new connections,Environmental,Residential,MWh,1191757.02072
2040,Annual generation from new connections,Growth,Commercial,MWh,128338.4676
2040,Annual generation from new connections,Growth,Industrial,MWh,97983.228
2040,Annual generation from new connections,Growth,Residential,MWh,854953.07508
2040,Annual generation from new connections,Innovation,Commercial,MWh,153644.6622
2040,Annual generation from new connections,Innovation,Industrial,MWh,118770.051
2040,Annual generation from new connections,Innovation,Residential,MWh,1191757.02072
2040,Annual generation from new connections,Reference,Commercial,MWh,105892.7634
2040,Annual generation from new connections,Reference,Industrial,MWh,79571.679
2040,Annual generation from new connections,Reference,Residential,MWh,714135.40056
2040,Cumulative new ICPs,Constraint,Commercial,Number,2770
2040,Cumulative new ICPs,Constraint,Industrial,Number,2036
2040,Cumulative new ICPs,Constraint,Residential,Number,79145
2040,Cumulative new ICPs,Environmental,Commercial,Number,5531
2040,Cumulative new ICPs,Environmental,Industrial,Number,3823
2040,Cumulative new ICPs,Environmental,Residential,Number,197140
2040,Cumulative new ICPs,Growth,Commercial,Number,4620
2040,Cumulative new ICPs,Growth,Industrial,Number,3154
2040,Cumulative new ICPs,Growth,Residential,Number,141426
2040,Cumulative new ICPs,Innovation,Commercial,Number,5531
2040,Cumulative new ICPs,Innovation,Industrial,Number,3823
2040,Cumulative new ICPs,Innovation,Residential,Number,197140
2040,Cumulative new ICPs,Reference,Commercial,Number,3812
2040,Cumulative new ICPs,Reference,Industrial,Number,2561
2040,Cumulative new ICPs,Reference,Residential,Number,118132
2040,Cumulative new capacity,Constraint,Commercial,MW,60.576
2040,Cumulative new capacity,Constraint,Industrial,MW,49.805
2040,Cumulative new capacity,Constraint,Residential,MW,376.6735
2040,Cumulative new capacity,Environmental,Commercial,MW,120.961
2040,Cumulative new capacity,Environmental,Industrial,MW,93.505
2040,Cumulative new capacity,Environmental,Residential,MW,938.2436
2040,Cumulative new capacity,Growth,Commercial,MW,101.038
2040,Cumulative new capacity,Growth,Industrial,MW,77.14
2040,Cumulative new capacity,Growth,Residential,MW,673.0854
2040,Cumulative new capacity,Innovation,Commercial,MW,120.961
2040,Cumulative new capacity,Innovation,Industrial,MW,93.505
2040,Cumulative new capacity,Innovation,Residential,MW,938.2436
2040,Cumulative new capacity,Reference,Commercial,MW,83.36699999999999
2040,Cumulative new capacity,Reference,Industrial,MW,62.645
2040,Cumulative new capacity,Reference,Residential,MW,562.2228
2040,Total ICPs,Constraint,Commercial,Number,4826
2040,Total ICPs,Constraint,Industrial,Number,3737
2040,Total ICPs,Constraint,Residential,Number,131731
2040,Total ICPs,Environmental,Commercial,Number,7587
2040,Total ICPs,Environmental,Industrial,Number,5524
2040,Total ICPs,Environmental,Residential,Number,249726
2040,Total ICPs,Growth,Commercial,Number,6676
2040,Total ICPs,Growth,Industrial,Number,4855
2040,Total ICPs,Growth,Residential,Number,194012
2040,Total ICPs,Innovation,Commercial,Number,7587
2040,Total ICPs,Innovation,Industrial,Number,5524
2040,Total ICPs,Innovation,Residential,Number,249726
2040,Total ICPs,Reference,Commercial,Number,5868
2040,Total ICPs,Reference,Industrial,Number,4262
2040,Total ICPs,Reference,Residential,Number,170718
2040,Total capacity,Constraint,Commercial,MW,105.759
2040,Total capacity,Constraint,Industrial,MW,101.854
2040,Total capacity,Constraint,Residential,MW,625.8685
2040,Total capacity,Environmental,Commercial,MW,166.144
2040,Total capacity,Environmental,Industrial,MW,145.554
2040,Total capacity,Environmental,Residential,MW,1187.4386
2040,Total capacity,Growth,Commercial,MW,146.221
2040,Total capacity,Growth,Industrial,MW,129.189
2040,Total capacity,Growth,Residential,MW,922.2804000000001
2040,Total capacity,Innovation,Commercial,MW,166.144
2040,Total capacity,Innovation,Industrial,MW,145.554
2040,Total capacity,Innovation,Residential,MW,1187.4386
2040,Total capacity,Reference,Commercial,MW,128.55
2040,Total capacity,Reference,Industrial,MW,114.694
2040,Total capacity,Reference,Residential,MW,811.4178
2041,Annual generation from new connections,Constraint,Commercial,MWh,78918.7962
2041,Annual generation from new connections,Constraint,Industrial,MWh,64462.65
2041,Annual generation from new connections,Constraint,Residential,MWh,494373.65286
2041,Annual generation from new connections,Environmental,Commercial,MWh,164201.2944
2041,Annual generation from new connections,Environmental,Industrial,MWh,125622.78
2041,Annual generation from new connections,Environmental,Residential,MWh,1297426.48296
2041,Annual generation from new connections,Growth,Commercial,MWh,135755.1654
2041,Annual generation from new connections,Growth,Industrial,MWh,102524.193
2041,Annual generation from new connections,Growth,Residential,MWh,913598.08206
2041,Annual generation from new connections,Innovation,Commercial,MWh,164201.2944
2041,Annual generation from new connections,Innovation,Industrial,MWh,125622.78
2041,Annual generation from new connections,Innovation,Residential,MWh,1297426.48296
2041,Annual generation from new connections,Reference,Commercial,MWh,110784.3036
2041,Annual generation from new connections,Reference,Industrial,MWh,82245.45
2041,Annual generation from new connections,Reference,Residential,MWh,755424.26772
2041,Cumulative new ICPs,Constraint,Commercial,Number,2841
2041,Cumulative new ICPs,Constraint,Industrial,Number,2075
2041,Cumulative new ICPs,Constraint,Residential,Number,81779
2041,Cumulative new ICPs,Environmental,Commercial,Number,5911
2041,Cumulative new ICPs,Environmental,Industrial,Number,4043
2041,Cumulative new ICPs,Environmental,Residential,Number,214620
2041,Cumulative new ICPs,Growth,Commercial,Number,4887
2041,Cumulative new ICPs,Growth,Industrial,Number,3300
2041,Cumulative new ICPs,Growth,Residential,Number,151127
2041,Cumulative new ICPs,Innovation,Commercial,Number,5911
2041,Cumulative new ICPs,Innovation,Industrial,Number,4043
2041,Cumulative new ICPs,Innovation,Residential,Number,214620
2041,Cumulative new ICPs,Reference,Commercial,Number,3988
2041,Cumulative new ICPs,Reference,Industrial,Number,2647
2041,Cumulative new ICPs,Reference,Residential,Number,124962
2041,Cumulative new capacity,Constraint,Commercial,MW,62.131
2041,Cumulative new capacity,Constraint,Industrial,MW,50.75
2041,Cumulative new capacity,Constraint,Residential,MW,389.2093
2041,Cumulative new capacity,Environmental,Commercial,MW,129.272
2041,Cumulative new capacity,Environmental,Industrial,MW,98.9
2041,Cumulative new capacity,Environmental,Residential,MW,1021.4348
2041,Cumulative new capacity,Growth,Commercial,MW,106.877
2041,Cumulative new capacity,Growth,Industrial,MW,80.715
2041,Cumulative new capacity,Growth,Residential,MW,719.2553
2041,Cumulative new capacity,Innovation,Commercial,MW,129.272
2041,Cumulative new capacity,Innovation,Industrial,MW,98.9
2041,Cumulative new capacity,Innovation,Residential,MW,1021.4348
2041,Cumulative new capacity,Reference,Commercial,MW,87.218
2041,Cumulative new capacity,Reference,Industrial,MW,64.75
2041,Cumulative new capacity,Reference,Residential,MW,594.7286
2041,Total ICPs,Constraint,Commercial,Number,4897
2041,Total ICPs,Constraint,Industrial,Number,3776
2041,Total ICPs,Constraint,Residential,Number,134365
2041,Total ICPs,Environmental,Commercial,Number,7967
2041,Total ICPs,Environmental,Industrial,Number,5744
2041,Total ICPs,Environmental,Residential,Number,267206
2041,Total ICPs,Growth,Commercial,Number,6943
2041,Total ICPs,Growth,Industrial,Number,5001
2041,Total ICPs,Growth,Residential,Number,203713
2041,Total ICPs,Innovation,Commercial,Number,7967
2041,Total ICPs,Innovation,Industrial,Number,5744
2041,Total ICPs,Innovation,Residential,Number,267206
2041,Total ICPs,Reference,Commercial,Number,6044
2041,Total ICPs,Reference,Industrial,Number,4348
2041,Total ICPs,Reference,Residential,Number,177548
2041,Total capacity,Constraint,Commercial,MW,107.314
2041,Total capacity,Constraint,Industrial,MW,102.799
2041,Total capacity,Constraint,Residential,MW,638.4043
2041,Total capacity,Environmental,Commercial,MW,174.455
2041,Total capacity,Environmental,Industrial,MW,150.949
2041,Total capacity,Environmental,Residential,MW,1270.6298
2041,Total capacity,Growth,Commercial,MW,152.06
2041,Total capacity,Growth,Industrial,MW,132.764
2041,Total capacity,Growth,Residential,MW,968.4503000000001
2041,Total capacity,Innovation,Commercial,MW,174.455
2041,Total capacity,Innovation,Industrial,MW,150.949
2041,Total capacity,Innovation,Residential,MW,1270.6298
2041,Total capacity,Reference,Commercial,MW,132.401
2041,Total capacity,Reference,Industrial,MW,116.799
2041,Total capacity,Reference,Residential,MW,843.9236
2042,Annual generation from new connections,Constraint,Commercial,MWh,80949.846
2042,Annual generation from new connections,Constraint,Industrial,MWh,65618.532
2042,Annual generation from new connections,Constraint,Residential,MWh,510610.11138
2042,Annual generation from new connections,Environmental,Commercial,MWh,175232.9814
2042,Annual generation from new connections,Environmental,Industrial,MWh,132786.708
2042,Annual generation from new connections,Environmental,Residential,MWh,1410509.59452
2042,Annual generation from new connections,Growth,Commercial,MWh,143451.3072
2042,Annual generation from new connections,Growth,Industrial,MWh,107192.178
2042,Annual generation from new connections,Growth,Residential,MWh,975169.12176
2042,Annual generation from new connections,Innovation,Commercial,MWh,175232.9814
2042,Annual generation from new connections,Innovation,Industrial,MWh,132786.708
2042,Annual generation from new connections,Innovation,Residential,MWh,1410509.59452
2042,Annual generation from new connections,Reference,Commercial,MWh,115834.6188
2042,Annual generation from new connections,Reference,Industrial,MWh,84919.221
2042,Annual generation from new connections,Reference,Residential,MWh,798351.3118200001
2042,Cumulative new ICPs,Constraint,Commercial,Number,2914
2042,Cumulative new ICPs,Constraint,Industrial,Number,2112
2042,Cumulative new ICPs,Constraint,Residential,Number,84465
2042,Cumulative new ICPs,Environmental,Commercial,Number,6308
2042,Cumulative new ICPs,Environmental,Industrial,Number,4274
2042,Cumulative new ICPs,Environmental,Residential,Number,233326
2042,Cumulative new ICPs,Growth,Commercial,Number,5164
2042,Cumulative new ICPs,Growth,Industrial,Number,3450
2042,Cumulative new ICPs,Growth,Residential,Number,161312
2042,Cumulative new ICPs,Innovation,Commercial,Number,6308
2042,Cumulative new ICPs,Innovation,Industrial,Number,4274
2042,Cumulative new ICPs,Innovation,Residential,Number,233326
2042,Cumulative new ICPs,Reference,Commercial,Number,4170
2042,Cumulative new ICPs,Reference,Industrial,Number,2733
2042,Cumulative new ICPs,Reference,Residential,Number,132063
2042,Cumulative new capacity,Constraint,Commercial,MW,63.73
2042,Cumulative new capacity,Constraint,Industrial,MW,51.66
2042,Cumulative new capacity,Constraint,Residential,MW,401.9919
2042,Cumulative new capacity,Environmental,Commercial,MW,137.957
2042,Cumulative new capacity,Environmental,Industrial,MW,104.54
2042,Cumulative new capacity,Environmental,Residential,MW,1110.4626
2042,Cumulative new capacity,Growth,Commercial,MW,112.936
2042,Cumulative new capacity,Growth,Industrial,MW,84.39
2042,Cumulative new capacity,Growth,Residential,MW,767.7288
2042,Cumulative new capacity,Innovation,Commercial,MW,137.957
2042,Cumulative new capacity,Innovation,Industrial,MW,104.54
2042,Cumulative new capacity,Innovation,Residential,MW,1110.4626
2042,Cumulative new capacity,Reference,Commercial,MW,91.194
2042,Cumulative new capacity,Reference,Industrial,MW,66.85499999999999
2042,Cumulative new capacity,Reference,Residential,MW,628.5241
2042,Total ICPs,Constraint,Commercial,Number,4970
2042,Total ICPs,Constraint,Industrial,Number,3813
2042,Total ICPs,Constraint,Residential,Number,137051
2042,Total ICPs,Environmental,Commercial,Number,8364
2042,Total ICPs,Environmental,Industrial,Number,5975
2042,Total ICPs,Environmental,Residential,Number,285912
2042,Total ICPs,Growth,Commercial,Number,7220
2042,Total ICPs,Growth,Industrial,Number,5151
2042,Total ICPs,Growth,Residential,Number,213898
2042,Total ICPs,Innovation,Commercial,Number,8364
2042,Total ICPs,Innovation,Industrial,Number,5975
2042,Total ICPs,Innovation,Residential,Number,285912
2042,Total ICPs,Reference,Commercial,Number,6226
2042,Total ICPs,Reference,Industrial,Number,4434
2042,Total ICPs,Reference,Residential,Number,184649
2042,Total capacity,Constraint,Commercial,MW,108.913
2042,Total capacity,Constraint,Industrial,MW,103.709
2042,Total capacity,Constraint,Residential,MW,651.1869
2042,Total capacity,Environmental,Commercial,MW,183.14
2042,Total capacity,Environmental,Industrial,MW,156.589
2042,Total capacity,Environmental,Residential,MW,1359.6576
2042,Total capacity,Growth,Commercial,MW,158.119
2042,Total capacity,Growth,Industrial,MW,136.439
2042,Total capacity,Growth,Residential,MW,1016.9238
2042,Total capacity,Innovation,Commercial,MW,183.14
2042,Total capacity,Innovation,Industrial,MW,156.589
2042,Total capacity,Innovation,Residential,MW,1359.6576
2042,Total capacity,Reference,Commercial,MW,136.377
2042,Total capacity,Reference,Industrial,MW,118.904
2042,Total capacity,Reference,Residential,MW,877.7191
2043,Annual generation from new connections,Constraint,Commercial,MWh,83055.8376
2043,Annual generation from new connections,Constraint,Industrial,MWh,66818.871
2043,Annual generation from new connections,Constraint,Residential,MWh,527186.9835
2043,Annual generation from new connections,Environmental,Commercial,MWh,186842.6094
2043,Annual generation from new connections,Environmental,Industrial,MWh,140191.974
2043,Annual generation from new connections,Environmental,Residential,MWh,1531485.98292
2043,Annual generation from new connections,Growth,Commercial,MWh,151482.7818
2043,Annual generation from new connections,Growth,Industrial,MWh,111999.885
2043,Annual generation from new connections,Growth,Residential,MWh,1039822.42878
2043,Annual generation from new connections,Innovation,Commercial,MWh,186842.6094
2043,Annual generation from new connections,Innovation,Industrial,MWh,140191.974
2043,Annual generation from new connections,Innovation,Residential,MWh,1531485.98292
2043,Annual generation from new connections,Reference,Commercial,MWh,121005.603
2043,Annual generation from new connections,Reference,Industrial,MWh,87669.204
2043,Annual generation from new connections,Reference,Residential,MWh,843001.12818
2043,Cumulative new ICPs,Constraint,Commercial,Number,2990
2043,Cumulative new ICPs,Constraint,Industrial,Number,2151
2043,Cumulative new ICPs,Constraint,Residential,Number,87207
2043,Cumulative new ICPs,Environmental,Commercial,Number,6726
2043,Cumulative new ICPs,Environmental,Industrial,Number,4512
2043,Cumulative new ICPs,Environmental,Residential,Number,253338
2043,Cumulative new ICPs,Growth,Commercial,Number,5453
2043,Cumulative new ICPs,Growth,Industrial,Number,3605
2043,Cumulative new ICPs,Growth,Residential,Number,172007
2043,Cumulative new ICPs,Innovation,Commercial,Number,6726
2043,Cumulative new ICPs,Innovation,Industrial,Number,4512
2043,Cumulative new ICPs,Innovation,Residential,Number,253338
2043,Cumulative new ICPs,Reference,Commercial,Number,4356
2043,Cumulative new ICPs,Reference,Industrial,Number,2822
2043,Cumulative new ICPs,Reference,Residential,Number,139449
2043,Cumulative new capacity,Constraint,Commercial,MW,65.388
2043,Cumulative new capacity,Constraint,Industrial,MW,52.605
2043,Cumulative new capacity,Constraint,Residential,MW,415.0425
2043,Cumulative new capacity,Environmental,Commercial,MW,147.097
2043,Cumulative new capacity,Environmental,Industrial,MW,110.37
2043,Cumulative new capacity,Environmental,Residential,MW,1205.7046
2043,Cumulative new capacity,Growth,Commercial,MW,119.259
2043,Cumulative new capacity,Growth,Industrial,MW,88.175
2043,Cumulative new capacity,Growth,Residential,MW,818.6289
2043,Cumulative new capacity,Innovation,Commercial,MW,147.097
2043,Cumulative new capacity,Innovation,Industrial,MW,110.37
2043,Cumulative new capacity,Innovation,Residential,MW,1205.7046
2043,Cumulative new capacity,Reference,Commercial,MW,95.265
2043,Cumulative new capacity,Reference,Industrial,MW,69.02000000000001
2043,Cumulative new capacity,Reference,Residential,MW,663.6759000000001
2043,Total ICPs,Constraint,Commercial,Number,5046
2043,Total ICPs,Constraint,Industrial,Number,3852
2043,Total ICPs,Constraint,Residential,Number,139793
2043,Total ICPs,Environmental,Commercial,Number,8782
2043,Total ICPs,Environmental,Industrial,Number,6213
2043,Total ICPs,Environmental,Residential,Number,305924
2043,Total ICPs,Growth,Commercial,Number,7509
2043,Total ICPs,Growth,Industrial,Number,5306
2043,Total ICPs,Growth,Residential,Number,224593
2043,Total ICPs,Innovation,Commercial,Number,8782
2043,Total ICPs,Innovation,Industrial,Number,6213
2043,Total ICPs,Innovation,Residential,Number,305924
2043,Total ICPs,Reference,Commercial,Number,6412
2043,Total ICPs,Reference,Industrial,Number,4523
2043,Total ICPs,Reference,Residential,Number,192035
2043,Total capacity,Constraint,Commercial,MW,110.571
2043,Total capacity,Constraint,Industrial,MW,104.654
2043,Total capacity,Constraint,Residential,MW,664.2375
2043,Total capacity,Environmental,Commercial,MW,192.28
2043,Total capacity,Environmental,Industrial,MW,162.419
2043,Total capacity,Environmental,Residential,MW,1454.8996
2043,Total capacity,Growth,Commercial,MW,164.442
2043,Total capacity,Growth,Industrial,MW,140.224
2043,Total capacity,Growth,Residential,MW,1067.8239
2043,Total capacity,Innovation,Commercial,MW,192.28
2043,Total capacity,Innovation,Industrial,MW,162.419
2043,Total capacity,Innovation,Residential,MW,1454.8996
2043,Total capacity,Reference,Commercial,MW,140.448
2043,Total capacity,Reference,Industrial,MW,121.069
2043,Total capacity,Reference,Residential,MW,912.8709
2044,Annual generation from new connections,Constraint,Commercial,MWh,85142.77620000001
2044,Annual generation from new connections,Constraint,Industrial,MWh,68006.508
2044,Annual generation from new connections,Constraint,Residential,MWh,544095.2507999999
2044,Annual generation from new connections,Environmental,Commercial,MWh,199067.0142
2044,Annual generation from new connections,Environmental,Industrial,MWh,147927.492
2044,Annual generation from new connections,Environmental,Residential,MWh,1660944.89394
2044,Annual generation from new connections,Growth,Commercial,MWh,159840.6978
2044,Annual generation from new connections,Growth,Industrial,MWh,116921.91
2044,Annual generation from new connections,Growth,Residential,MWh,1107704.33016
2044,Annual generation from new connections,Innovation,Commercial,MWh,199067.0142
2044,Annual generation from new connections,Innovation,Industrial,MWh,147927.492
2044,Annual generation from new connections,Innovation,Residential,MWh,1660944.89394
2044,Annual generation from new connections,Reference,Commercial,MWh,126363.3066
2044,Annual generation from new connections,Reference,Industrial,MWh,90501.75
2044,Annual generation from new connections,Reference,Residential,MWh,889434.4323600001
2044,Cumulative new ICPs,Constraint,Commercial,Number,3065
2044,Cumulative new ICPs,Constraint,Industrial,Number,2189
2044,Cumulative new ICPs,Constraint,Residential,Number,90004
2044,Cumulative new ICPs,Environmental,Commercial,Number,7166
2044,Cumulative new ICPs,Environmental,Industrial,Number,4761
2044,Cumulative new ICPs,Environmental,Residential,Number,274753
2044,Cumulative new ICPs,Growth,Commercial,Number,5754
2044,Cumulative new ICPs,Growth,Industrial,Number,3763
2044,Cumulative new ICPs,Growth,Residential,Number,183236
2044,Cumulative new ICPs,Innovation,Commercial,Number,7166
2044,Cumulative new ICPs,Innovation,Industrial,Number,4761
2044,Cumulative new ICPs,Innovation,Residential,Number,274753
2044,Cumulative new ICPs,Reference,Commercial,Number,4549
2044,Cumulative new ICPs,Reference,Industrial,Number,2913
2044,Cumulative new ICPs,Reference,Residential,Number,147130
2044,Cumulative new capacity,Constraint,Commercial,MW,67.03099999999999
2044,Cumulative new capacity,Constraint,Industrial,MW,53.54
2044,Cumulative new capacity,Constraint,Residential,MW,428.354
2044,Cumulative new capacity,Environmental,Commercial,MW,156.721
2044,Cumulative new capacity,Environmental,Industrial,MW,116.46
2044,Cumulative new capacity,Environmental,Residential,MW,1307.6247
2044,Cumulative new capacity,Growth,Commercial,MW,125.839
2044,Cumulative new capacity,Growth,Industrial,MW,92.05
2044,Cumulative new capacity,Growth,Residential,MW,872.0708
2044,Cumulative new capacity,Innovation,Commercial,MW,156.721
2044,Cumulative new capacity,Innovation,Industrial,MW,116.46
2044,Cumulative new capacity,Innovation,Residential,MW,1307.6247
2044,Cumulative new capacity,Reference,Commercial,MW,99.48299999999999
2044,Cumulative new capacity,Reference,Industrial,MW,71.25
2044,Cumulative new capacity,Reference,Residential,MW,700.2318
2044,Total ICPs,Constraint,Commercial,Number,5121
2044,Total ICPs,Constraint,Industrial,Number,3890
2044,Total ICPs,Constraint,Residential,Number,142590
2044,Total ICPs,Environmental,Commercial,Number,9222
2044,Total ICPs,Environmental,Industrial,Number,6462
2044,Total ICPs,Environmental,Residential,Number,327339
2044,Total ICPs,Growth,Commercial,Number,7810
2044,Total ICPs,Growth,Industrial,Number,5464
2044,Total ICPs,Growth,Residential,Number,235822
2044,Total ICPs,Innovation,Commercial,Number,9222
2044,Total ICPs,Innovation,Industrial,Number,6462
2044,Total ICPs,Innovation,Residential,Number,327339
2044,Total ICPs,Reference,Commercial,Number,6605
2044,Total ICPs,Reference,Industrial,Number,4614
2044,Total ICPs,Reference,Residential,Number,199716
2044,Total capacity,Constraint,Commercial,MW,112.214
2044,Total capacity,Constraint,Industrial,MW,105.589
2044,Total capacity,Constraint,Residential,MW,677.549
2044,Total capacity,Environmental,Commercial,MW,201.904
2044,Total capacity,Environmental,Industrial,MW,168.509
2044,Total capacity,Environmental,Residential,MW,1556.8197
2044,Total capacity,Growth,Commercial,MW,171.022
2044,Total capacity,Growth,Industrial,MW,144.099
2044,Total capacity,Growth,Residential,MW,1121.2658
2044,Total capacity,Innovation,Commercial,MW,201.904
2044,Total capacity,Innovation,Industrial,MW,168.509
2044,Total capacity,Innovation,Residential,MW,1556.8197
2044,Total capacity,Reference,Commercial,MW,144.666
2044,Total capacity,Reference,Industrial,MW,123.299
2044,Total capacity,Reference,Residential,MW,949.4268000000001
2045,Annual generation from new connections,Constraint,Commercial,MWh,87276.7122
2045,Annual generation from new connections,Constraint,Industrial,MWh,69194.145
2045,Annual generation from new connections,Constraint,Residential,MWh,561336.9456
2045,Annual generation from new connections,Environmental,Commercial,MWh,211850.307
2045,Annual generation from new connections,Environmental,Industrial,MWh,155948.805
2045,Annual generation from new connections,Environmental,Residential,MWh,1799471.50872
2045,Annual generation from new connections,Growth,Commercial,MWh,168533.9466
2045,Annual generation from new connections,Growth,Industrial,MWh,122015.412
2045,Annual generation from new connections,Growth,Residential,MWh,1178983.00038
2045,Annual generation from new connections,Innovation,Commercial,MWh,211850.307
2045,Annual generation from new connections,Innovation,Industrial,MWh,155948.805
2045,Annual generation from new connections,Innovation,Residential,MWh,1799471.50872
2045,Annual generation from new connections,Reference,Commercial,MWh,131841.6792
2045,Annual generation from new connections,Reference,Industrial,MWh,93334.296
2045,Annual generation from new connections,Reference,Residential,MWh,937729.8497400001
2045,Cumulative new ICPs,Constraint,Commercial,Number,3142
2045,Cumulative new ICPs,Constraint,Industrial,Number,2227
2045,Cumulative new ICPs,Constraint,Residential,Number,92856
2045,Cumulative new ICPs,Environmental,Commercial,Number,7626
2045,Cumulative new ICPs,Environmental,Industrial,Number,5019
2045,Cumulative new ICPs,Environmental,Residential,Number,297668
2045,Cumulative new ICPs,Growth,Commercial,Number,6067
2045,Cumulative new ICPs,Growth,Industrial,Number,3927
2045,Cumulative new ICPs,Growth,Residential,Number,195027
2045,Cumulative new ICPs,Innovation,Commercial,Number,7626
2045,Cumulative new ICPs,Innovation,Industrial,Number,5019
2045,Cumulative new ICPs,Innovation,Residential,Number,297668
2045,Cumulative new ICPs,Reference,Commercial,Number,4746
2045,Cumulative new ICPs,Reference,Industrial,Number,3004
2045,Cumulative new ICPs,Reference,Residential,Number,155119
2045,Cumulative new capacity,Constraint,Commercial,MW,68.711
2045,Cumulative new capacity,Constraint,Industrial,MW,54.475
2045,Cumulative new capacity,Constraint,Residential,MW,441.928
2045,Cumulative new capacity,Environmental,Commercial,MW,166.785
2045,Cumulative new capacity,Environmental,Industrial,MW,122.775
2045,Cumulative new capacity,Environmental,Residential,MW,1416.6836
2045,Cumulative new capacity,Growth,Commercial,MW,132.683
2045,Cumulative new capacity,Growth,Industrial,MW,96.06
2045,Cumulative new capacity,Growth,Residential,MW,928.1869
2045,Cumulative new capacity,Innovation,Commercial,MW,166.785
2045,Cumulative new capacity,Innovation,Industrial,MW,122.775
2045,Cumulative new capacity,Innovation,Residential,MW,1416.6836
2045,Cumulative new capacity,Reference,Commercial,MW,103.796
2045,Cumulative new capacity,Reference,Industrial,MW,73.48
2045,Cumulative new capacity,Reference,Residential,MW,738.2537
2045,Total ICPs,Constraint,Commercial,Number,5198
2045,Total ICPs,Constraint,Industrial,Number,3928
2045,Total ICPs,Constraint,Residential,Number,145442
2045,Total ICPs,Environmental,Commercial,Number,9682
2045,Total ICPs,Environmental,Industrial,Number,6720
2045,Total ICPs,Environmental,Residential,Number,350254
2045,Total ICPs,Growth,Commercial,Number,8123
2045,Total ICPs,Growth,Industrial,Number,5628
2045,Total ICPs,Growth,Residential,Number,247613
2045,Total ICPs,Innovation,Commercial,Number,9682
2045,Total ICPs,Innovation,Industrial,Number,6720
2045,Total ICPs,Innovation,Residential,Number,350254
2045,Total ICPs,Reference,Commercial,Number,6802
2045,Total ICPs,Reference,Industrial,Number,4705
2045,Total ICPs,Reference,Residential,Number,207705
2045,Total capacity,Constraint,Commercial,MW,113.894
2045,Total capacity,Constraint,Industrial,MW,106.524
2045,Total capacity,Constraint,Residential,MW,691.123
2045,Total capacity,Environmental,Commercial,MW,211.968
2045,Total capacity,Environmental,Industrial,MW,174.824
2045,Total capacity,Environmental,Residential,MW,1665.8786
2045,Total capacity,Growth,Commercial,MW,177.866
2045,Total capacity,Growth,Industrial,MW,148.109
2045,Total capacity,Growth,Residential,MW,1177.3819
2045,Total capacity,Innovation,Commercial,MW,211.968
2045,Total capacity,Innovation,Industrial,MW,174.824
2045,Total capacity,Innovation,Residential,MW,1665.8786
2045,Total capacity,Reference,Commercial,MW,148.979
2045,Total capacity,Reference,Industrial,MW,125.529
2045,Total capacity,Reference,Residential,MW,987.4487
2046,Annual generation from new connections,Constraint,Commercial,MWh,89447.484
2046,Annual generation from new connections,Constraint,Industrial,MWh,70426.239
2046,Annual generation from new connections,Constraint,Residential,MWh,578916.00552
2046,Annual generation from new connections,Environmental,Commercial,MWh,225295.374
2046,Annual generation from new connections,Environmental,Industrial,MWh,164300.37
2046,Annual generation from new connections,Environmental,Residential,MWh,1947681.87426
2046,Annual generation from new connections,Growth,Commercial,MWh,177562.5282
2046,Annual generation from new connections,Growth,Industrial,MWh,127267.689
2046,Annual generation from new connections,Growth,Residential,MWh,1253822.6763
2046,Annual generation from new connections,Innovation,Commercial,MWh,225295.374
2046,Annual generation from new connections,Innovation,Industrial,MWh,164300.37
2046,Annual generation from new connections,Innovation,Residential,MWh,1947681.87426
2046,Annual generation from new connections,Reference,Commercial,MWh,137506.7712
2046,Annual generation from new connections,Reference,Industrial,MWh,96306.564
2046,Annual generation from new connections,Reference,Residential,MWh,987947.0797199999
2046,Cumulative new ICPs,Constraint,Commercial,Number,3220
